Well_ID,S.No,State,District,Taluka,Site,Latitude,Longitude,Year,pH,EC,CO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,TDS,Water_Quality_New
W162600074473001,2830,Karnataka,Belgaum,RAYBAG,Yebaratti,16.43,74.78,2020,8.0,951.0,0,58.0,42.0,70.0,260.0,50.0,33.0,73.0,14.0,0.38,400.79999999999995,Good
W163100074460001,2831,Karnataka,Belgaum,RAYBAG,Yedrav,16.52,74.77,2020,8.1,2100.0,0,319.0,329.0,26.0,575.0,146.0,51.0,263.0,1.0,0.49,1875.0,Poor
W161609074345101,2832,Karnataka,Belgaum,HUKERI,Yeli Munoli,16.27,74.58,2020,8.0,1381.0,0,144.0,134.0,63.0,330.0,78.0,33.0,149.0,3.0,0.28,603.0,Good
W130716078023301,2833,Karnataka,Kolar,KOLAR,Arabi Kottanuru,13.12,78.04,2020,8.5,519.0,24,43.0,29.0,0.0,150.0,30.0,18.0,46.0,3.0,2.0,369.6,Excellent
W130624078193701,2834,Karnataka,Kolar,KOLAR,Avani,13.11,78.32,2020,8.3,812.0,0,53.0,133.0,22.0,145.0,32.0,16.0,108.0,23.0,0.42,182.6,Excellent
W131413078292101,2835,Karnataka,Kolar,MULBAGAL,Bairakur,13.24,78.48,2020,7.7,1134.0,0,107.0,150.0,27.0,205.0,36.0,28.000000000000004,170.0,5.0,1.35,787.0000000000001,Excellent
W131236078194801,2836,Karnataka,Kolar,MULBAGAL,Bevahalli,13.21,78.32,2020,8.1,846.0,0,28.0,162.0,2.0,165.0,32.0,21.0,113.0,3.0,1.5,597.1999999999998,Excellent
W125419078075401,2837,Karnataka,Kolar,BANGARAPET,Budikote,12.91,78.13,2020,8.6,2240.0,117,278.0,273.0,48.0,470.0,88.00000000000001,61.0,264.0,92.0,0.43999999999999995,1160.8,Poor
W125421078074701,2838,Karnataka,Kolar,BANGARAPET,Budikunte,12.91,78.13,2020,7.9,2550.0,0,381.0,298.0,35.0,570.0,96.0,80.0,326.0,13.0,0.04,1385.0,Poor
W130725078180001,2839,Karnataka,Kolar,MULBAGAL,Devarayasamudra,13.12,78.3,2020,8.8,2070.0,126,249.0,112.0,122.0,320.0,80.0,29.0,251.0,130.0,0.86,733.2000000000002,Moderate
W131855078040001,2840,Karnataka,Kolar,CHINTAMANI,Gajahalli,13.32,78.07,2020,7.9,2440.0,0,387.0,211.0,54.0,375.0,78.0,44.0,274.0,198.0,2.0,1291.0,Moderate
W134034077410301,2841,Karnataka,Kolar,CHIKBALLAPUR,Gudibandeii,13.68,77.68,2020,7.7,680.0,0,85.0,62.00000000000001,8.0,135.0,28.0,16.0,83.0,1.0,1.45,409.6,Excellent
W131848078284801,2842,Karnataka,Kolar,MULBAGAL,Gudpalli,13.31,78.47,2020,7.8,1655.0,0,206.0,189.0,4.0,300.0,62.0,35.0,220.0,8.0,0.85,858.4,Excellent
W130712078172401,2843,Karnataka,Kolar,MULBAGAL,Keilolli,13.12,78.28,2020,8.8,519.0,51,27.0,22.0,3.0,130.0,24.0,17.0,57.99999999999999,1.0,1.8600000000000003,464.2,Good
W130806078081001,2844,Karnataka,Kolar,KOLAR,Kendatti,13.14,78.14,2020,7.9,527.0,0,32.0,73.0,3.0,145.0,28.0,18.0,41.0,22.0,1.08,297.40000000000003,Excellent
W130336078221201,2845,Karnataka,Kolar,MULBAGAL,Kurudmale,13.06,78.37,2020,8.8,1679.0,62,219.0,108.0,119.00000000000001,290.0,52.0,39.0,231.99999999999997,26.0,2.55,881.9999999999999,Good
W130624078190101,2846,Karnataka,Kolar,KOLAR,Kurugal A,13.11,78.32,2020,8.5,2290.0,40,359.0,211.0,0.0,459.99999999999994,93.0,55.0,286.0,14.0,3.7700000000000005,1237.6,Moderate
W131042078210801,2847,Karnataka,Kolar,MULBAGAL,Mallasandra,13.18,78.35,2020,8.5,1024.0,43,89.0,178.0,11.0,200.0,38.0,25.0,147.0,3.0,1.7599999999999998,601.4000000000001,Excellent
W125919078060101,2848,Karnataka,Kolar,KOLAR,Mitiganahalli,12.99,78.1,2020,8.8,1029.0,69,73.0,190.0,10.0,190.0,40.0,22.0,159.00000000000003,8.0,1.59,859.6,Good
W130940078232201,2849,Karnataka,Kolar,MULBAGAL,Mulbagal Dw,13.16,78.38,2020,9.1,2910.0,103,426.0,215.0,128.0,375.0,78.0,44.0,334.0,240.0,0.7,1361.1999999999998,Poor
W133500077363001,2850,Karnataka,Kolar,GAURIBIDANUR,Namagondlu,13.58,77.6,2020,8.4,5510.0,127,1218.0,393.0,18.0,825.0,190.0,85.0,865.0,0.0,1.8600000000000003,3157.6,Poor
W133220077362001,2851,Karnataka,Kolar,GAURIBIDANUR,Pura,13.54,77.6,2020,8.5,1483.0,48,149.0,200.0,44.99999999999999,210.0,40.0,27.0,217.0,12.0,1.24,548.8,Excellent
W131325078244001,2852,Karnataka,Kolar,MULBAGAL,Sangasandra,13.22,78.4,2020,9.1,2070.0,108,259.0,188.0,33.0,470.0,89.99999999999999,58.99999999999999,200.99999999999997,92.0,2.06,1689.4,Poor
W133500077350001,2853,Karnataka,Kolar,GAURIBIDANUR,Thondebhavi,13.58,77.58,2020,8.3,1124.0,0,99.0,110.0,0.0,220.0,39.0,30.0,143.0,5.0,3.15,246.20000000000002,Excellent
W125515078090501,2854,Karnataka,Kolar,BANGARAPET,Thoralakki,12.92,78.15,2020,8.1,1256.0,0,136.0,144.0,9.0,250.0,42.0,35.0,150.0,16.0,1.31,619.1999999999999,Excellent
W130730078073001,2855,Karnataka,Kolar,KOLAR,Kolar,13.13,78.13,2020,8.2,1141.0,0,128.0,139.0,15.0,229.99999999999997,44.00000000000001,29.0,149.0,3.0,3.1,292.79999999999995,Excellent
W130251078054701,2856,Karnataka,Kolar,KOLAR,vadagere,13.05,78.1,2020,8.7,1575.0,54,157.0,81.0,196.00000000000003,325.0,50.0,48.0,178.0,23.0,1.9399999999999997,572.4,Good
W122400077080001,2857,Karnataka,Mandya,MALVALLI,Hadli,12.4,77.13,2020,7.7,2590.0,0,490.0,192.0,104.0,490.0,92.0,63.00000000000001,426.0,4.0,0.77,1217.2,Poor
W121958077051501,2858,Karnataka,Mandya,MALVALLI,Bachenahalli,12.33,77.09,2020,8.6,989.0,84,71.0,66.0,47.0,400.0,92.0,41.0,89.0,16.0,1.7400000000000002,687.6,Good
W122343077043801,2859,Karnataka,Mandya,MALVALLI,Anchedoddi,12.4,77.08,2020,7.9,1632.0,0,192.0,122.0,28.0,480.0,48.0,88.0,199.0,31.0,0.65,1265.1999999999998,Good
W123153077031101,2860,Karnataka,Mandya,MADDUR,Shivapura,12.53,77.05,2020,7.9,757.0,0,64.0,75.0,18.0,229.99999999999997,52.0,24.0,83.0,1.0,0.57,509.79999999999995,Excellent
W123720077011301,2861,Karnataka,Mandya,MADDUR,Chapura Doddi,12.62,77.02,2020,8.2,1594.0,0,270.0,126.0,5.0,190.0,36.0,24.0,261.0,5.0,0.92,642.6,Good
W124600076560001,2862,Karnataka,Mandya,MADDUR,Kawdley,12.77,76.93,2020,7.8,898.0,0,57.0,111.00000000000001,10.0,270.0,64.0,27.0,122.99999999999999,9.0,0.9300000000000002,681.2000000000002,Excellent
W125700076480001,2863,Karnataka,Mandya,NAGAMANGALA,Nelligere,12.95,76.8,2020,8.2,1800.0,0,234.0,169.99999999999997,35.0,410.0,108.0,34.0,169.0,110.0,0.8700000000000001,920.2,Good
W123525076525201,2864,Karnataka,Mandya,MANDYA,G.Kundipatna,12.59,76.87,2020,7.9,578.0,0,50.0,82.0,16.0,160.0,44.00000000000001,12.0,46.0,35.0,0.59,388.4,Excellent
W123240076573001,2865,Karnataka,Mandya,MANDYA,HaleBudanur,12.54,76.95,2020,8.5,1154.0,72,85.0,56.0,8.0,160.0,28.0,22.0,240.0,6.0,0.85,498.6,Excellent
W123400076593001,2866,Karnataka,Mandya,MADDUR,Basavanapura,12.57,76.98,2020,8.3,991.0,42,99.0,62.00000000000001,25.0,280.0,48.0,39.0,127.0,7.0,2.18,426.2,Excellent
W123114077015701,2867,Karnataka,Mandya,MALVALLI,Hunnada Doddi,12.52,77.03,2020,7.8,1205.0,0,135.0,100.0,18.0,369.99999999999994,92.0,34.0,160.0,11.0,1.1,712.4000000000002,Good
W120440077040001,2868,Karnataka,Mandya,MADDUR,Maddur,12.59,77.04,2020,8.4,1599.0,90,114.0,62.00000000000001,17.0,140.0,36.0,12.0,127.0,248.0,0.38,819.0,Excellent
W123000076520002,2869,Karnataka,Mandya,MANDYA,Kallahallimandya,12.5,76.87,2020,8.3,3390.0,0,696.0,132.0,294.0,950.0,120.0,158.0,423.0,2.0,0.89,1621.8000000000004,Poor
W122628076494801,2870,Karnataka,Mandya,MANDYA,Tadagavadi,12.44,76.82,2020,8.6,2010.0,78,220.0,168.0,196.00000000000003,380.0,84.0,41.0,165.0,167.0,1.32,1290.8,Moderate
W122500076480001,2871,Karnataka,Mandya,SHRIRANGAPATTANA,Arakere1,12.42,76.8,2020,8.3,2270.0,0,305.0,176.0,221.0,450.0,108.0,44.0,235.00000000000003,192.99999999999997,1.08,1436.4,Moderate
W122330076480001,2872,Karnataka,Mandya,SHRIRANGAPATTANA,Mandya koppalu,12.39,76.8,2020,8.5,968.0,60,85.0,73.0,44.0,330.0,84.0,29.0,85.0,35.0,0.76,545.3999999999999,Good
W122400076460001,2873,Karnataka,Mandya,SHRIRANGAPATTANA,Mahadevapura1,12.4,76.77,2020,8.2,1488.0,0,163.0,94.0,80.0,510.0,108.0,58.0,103.0,77.0,0.43999999999999995,1027.8000000000002,Poor
W122543076423901,2874,Karnataka,Mandya,SHRIRANGAPATTANA,Sreenivasa Agrahara,12.43,76.7,2020,8.4,1539.0,66,121.0,120.0,7.0,330.0,80.0,32.0,100.0,202.0,0.58,840.8,Good
W122515076410501,2875,Karnataka,Mandya,SHRIRANGAPATTANA,Srirangapatna,12.42,76.68,2020,8.6,989.0,60,71.0,91.0,33.0,310.0,76.0,29.0,84.0,57.0,0.4099999999999999,567.0,Good
W122712076412901,2876,Karnataka,Mandya,PANDAVAPURA,Darasaguppe,12.45,76.68,2020,7.7,1888.0,0,249.0,152.0,213.0,490.0,80.0,71.0,148.0,127.00000000000001,0.77,1196.0,Moderate
W125005076435602,2877,Karnataka,Mandya,PANDAVAPURA,Kyatanahalli,12.83,76.72,2020,8.0,782.0,0,71.0,61.0,11.0,220.0,52.0,22.0,83.0,33.0,0.8700000000000001,520.3999999999999,Excellent
W122925076404501,2878,Karnataka,Mandya,PANDAVAPURA,Haralahalli-A,12.49,76.67,2020,7.9,1498.0,0,199.0,130.0,164.0,450.0,80.0,61.0,132.0,6.0,0.8700000000000001,1125.2,Moderate
W122745076374001,2879,Karnataka,Mandya,PANDAVAPURA,Haravoo,12.46,76.62,2020,8.2,1064.0,0,92.0,78.0,102.99999999999999,380.0,68.0,51.0,99.0,4.0,0.54,569.1999999999999,Good
W123100076330002,2880,Karnataka,Mandya,PANDAVAPURA,Ankegowdanakoppalu,12.52,76.55,2020,8.1,1631.0,0,234.0,169.99999999999997,167.0,510.0,140.0,39.0,131.0,24.0,0.63,800.0,Moderate
W123400076320001,2881,Karnataka,Mandya,KRISHNARAJPET,Tendekere,12.57,76.53,2020,8.3,1386.0,30,199.0,136.0,57.99999999999999,350.0,64.0,46.0,159.00000000000003,52.0,1.28,836.1999999999999,Good
W124455076381401,2882,Karnataka,Mandya,KRISHNARAJPET,Baligatta,12.75,76.63,2020,8.2,1168.0,0,107.0,194.0,16.0,390.0,68.0,54.0,86.0,22.0,1.2,867.8,Good
W122951076414001,2883,Karnataka,Mandya,PANDAVAPURA,Devegowdana Koppalu,12.5,76.68,2020,8.1,704.0,0,43.0,140.0,7.0,220.0,52.0,22.0,89.0,7.0,0.8199999999999998,493.80000000000007,Excellent
W123012076451801,2884,Karnataka,Mandya,PANDAVAPURA,Bydarahalli,12.5,76.75,2020,8.0,1392.0,0,107.0,158.0,65.0,440.0,52.0,75.0,141.0,3.0,1.27,877.5999999999998,Good
W123030076495001,2885,Karnataka,Mandya,MANDYA,Yaliyur,12.51,76.82,2020,8.3,1105.0,0,71.0,102.0,67.0,369.99999999999994,40.0,66.0,153.0,4.0,1.7300000000000002,781.0,Good
W124055077283001,2886,Karnataka,Ramanagar,KANAKAPURA,Harohalli A,12.68,77.48,2020,8.4,995.0,29,93.0,77.00000000000001,5.0,180.0,32.0,24.0,110.0,12.0,0.0,369.40000000000003,Excellent
W123640077232001,2887,Karnataka,Ramanagar,KANAKAPURA,Ganaldoddi,12.61,77.39,2020,9.6,1439.0,60,136.0,122.0,0.0,290.0,52.0,39.0,172.0,29.0,0.42,373.4,Good
W123400077280001,2888,Karnataka,Ramanagar,KANAKAPURA,Kottahalli,12.57,77.47,2020,8.2,1354.0,0,209.0,88.0,14.0,210.0,42.0,25.0,183.0,32.0,0.24000000000000002,419.4,Excellent
W124000077270001,2889,Karnataka,Ramanagar,KANAKAPURA,Kylancha,12.67,77.45,2020,8.1,1102.0,0,110.0,40.0,210.0,200.0,39.0,25.0,131.0,42.0,0.0,283.20000000000005,Good
W123400077260001,2890,Karnataka,Ramanagar,KANAKAPURA,Kanakapura1,12.57,77.43,2020,8.1,810.0,0,89.0,105.0,50.0,200.0,34.0,28.000000000000004,89.0,7.0,0.0,285.79999999999995,Excellent
W123119077254301,2891,Karnataka,Ramanagar,KANAKAPURA,Aralalu,12.52,77.43,2020,8.4,3230.0,47,483.0,268.0,132.0,705.0,124.0,96.0,362.0,56.0,0.0,1590.4,Worst
W122700077200002,2892,Karnataka,Ramanagar,KANAKAPURA,Naikanahalli,12.45,77.33,2020,9.1,1773.0,75,260.0,110.0,98.00000000000001,395.0,68.0,55.0,157.0,89.0,0.02,606.8,Moderate
W123030077100001,2893,Karnataka,Ramanagar,CHANNAPATNA,Nunnuru,12.51,77.17,2020,8.5,895.0,44,71.0,65.0,80.0,210.0,37.0,28.000000000000004,70.0,62.0,0.030000000000000002,420.19999999999993,Good
W125735077172401,2894,Karnataka,Ramanagar,MAGADI,Talacha Kuppe,12.96,77.29,2020,8.5,721.0,36,57.0,59.0,16.0,200.0,36.0,27.0,69.0,2.0,2.31,298.79999999999995,Excellent
W125547077152101,2895,Karnataka,Ramanagar,MAGADI,Ukkada,12.93,77.26,2020,8.2,598.0,0,50.0,44.0,6.0,170.0,32.0,22.0,41.0,3.0,0.0,285.0,Excellent
W125820077112501,2896,Karnataka,Ramanagar,MAGADI,Magadi2,12.97,77.19,2020,8.1,1223.0,0,135.0,75.0,20.0,250.0,60.0,24.0,118.0,12.0,0.0,416.20000000000005,Excellent
W130219077153201,2897,Karnataka,Ramanagar,MAGADI,Panayan Palya,13.04,77.26,2020,8.2,748.0,0,57.0,70.0,10.0,200.0,48.0,19.0,73.0,5.0,0.5,342.20000000000005,Excellent
W130700077153001,2898,Karnataka,Ramanagar,MAGADI,Banavadi,13.12,77.26,2020,8.4,601.0,24,46.0,33.0,28.0,175.0,36.0,21.0,49.0,12.0,0.57,309.2,Excellent
W124912077131301,2899,Karnataka,Ramanagar,RAMANAGARAM,Jalamangala A,12.82,77.22,2020,8.8,506.0,45,22.0,19.0,18.0,150.0,31.0,18.0,33.0,20.0,0.62,261.2,Good
W124903077132201,2900,Karnataka,Ramanagar,RAMANAGARAM,Kalegowdanadoddi,12.82,77.22,2020,8.3,829.0,0,76.0,59.0,56.0,210.0,40.0,27.0,82.0,13.0,0.14,268.2,Good
W321715075521501,2901,HP,Kangra,Nurpur,Bod,32.28694444,75.86972222,2020,8.6,795.0,60,57.0,65.16,57.99999999999999,290.0,56.0,36.0,48.0,20.0,0.3,444.8,Good
W321645075471501,2902,HP,Kangra,Nurpur,Panjpir,32.28,75.79222222,2020,8.1,277.0,Nil,14.0,38.199999999999996,10.0,110.0,28.0,9.7,26.0,2.01,0.21999999999999997,111.0,Excellent
W321645075503001,2903,HP,Kangra,Nurpur,Jassur,32.28027778,75.84111111,2020,8.5,330.0,24,21.0,6.845999999999999,21.0,140.0,24.0,19.0,23.0,1.99,0.16,193.2,Excellent
W321300075401501,2904,HP,Kangra,Indora,Mohtli,32.21277778,75.67833333,2020,8.2,377.0,Nil,42.0,21.58,23.0,120.0,32.0,9.7,35.0,4.9,0.15,182.20000000000002,Excellent
W321045075565701,2905,HP,Kangra,Jawali,Bharmar,32.1625,75.96361111,2020,8.4,315.0,24,11.0,26.48,10.0,130.0,44.00000000000001,11.46,18.0,2.6,0.15,202.39999999999998,Excellent
W321345076101501,2906,HP,Kangra,Kangra,Manjgram,32.22777778,76.16194444,2020,8.4,300.0,24,32.0,6.0,8.9,130.0,20.0,19.0,22.000000000000004,2.9,0.14,232.79999999999998,Excellent
W320045076140001,2907,HP,Kangra,Kangra,Bandh,32.00416667,76.23,2020,8.5,310.0,12,28.0,25.919999999999998,7.199999999999999,110.0,32.0,7.3,24.0,4.226,0.3,228.20000000000002,Excellent
W320630076162001,2908,HP,Kangra,Kangra,Kangra,32.10666667,76.27527778,2020,8.5,275.0,12,21.0,3.0,20.0,110.0,28.0,16.0,22.000000000000004,2.2,0.15,193.2,Excellent
W320200076150001,2909,HP,Kangra,Kangra,Takipur,32.05027778,76.25388889,2020,8.3,307.0,Nil,21.0,15.139999999999997,23.0,130.0,28.0,15.0,16.0,5.476,0.12000000000000001,224.20000000000002,Excellent
W320315076372501,2910,HP,Kangra,Baijnath,Paprola,32.05361111,76.63388889,2020,7.7,200.0,Nil,21.0,7.572,15.0,70.0,24.0,4.959999999999999,20.0,3.9,0.32,129.4,Excellent
W315300076130001,2911,HP,Kangra,Dehra gopipur,Dehra Gopipur,31.88222222,76.21527778,2020,8.4,520.0,24,49.0,17.599999999999998,40.0,160.0,20.0,27.0,45.0,1.0,0.27,294.2,Excellent
W314745076200001,2912,HP,Kangra,Dehra gopipur,Bharoli,31.79194444,76.33388889,2020,8.3,630.0,12,83.0,10.0,32.0,180.0,36.0,22.0,57.0,1.9,0.15,273.20000000000005,Excellent
W321605076010001,2913,HP,Kangra,Nurpur,Mao,32.26027778,76.01055556,2020,8.4,312.0,12,21.0,26.999999999999996,1.6,130.0,40.0,7.3,28.0,1.0,0.17,206.60000000000002,Excellent
W320730075413001,2914,HP,Kangra,Indora,Andaura,32.13688889,75.68938889,2020,8.5,400.0,48,21.0,5.0,7.700000000000001,140.0,28.0,17.0,55.0,2.3,0.25,178.8,Excellent
W320330075431501,2915,HP,Kangra,Indora,Barota,32.03888889,75.71944444,2020,8.4,433.0,24,28.0,15.0,23.5,180.1,24.0,29.0,21.0,12.0,0.09,245.59999999999997,Excellent
W314710076175001,2916,HP,Kangra,Rakkar,Hardogri,31.78361111,76.29527778,2020,8.4,351.0,24,21.0,3.0,2.51,130.0,28.0,15.0,22.000000000000004,1.5,0.12000000000000001,171.79999999999998,Excellent
W320624076243902,2917,HP,Kangra,Kangra,Chakban Ambari,32.10694444,76.41111111,2020,7.9,116.0,0,14.0,1.0,5.63,40.0,8.0,5.0,5.8,0.5,0.07,89.00000000000001,Excellent
W321323076062601,2918,HP,Kangra,Jawali,Bhali,32.22305556,76.1075,2020,9.1,849.0,12,49.0,52.0,6.5,360.0,120.0,15.0,38.99999999999999,8.5,0.09,482.2,Good
W311240076284501,2919,HP,Kangra,Indora,Kotla,32.23611111,76.04833333,2020,7.9,419.0,0,21.0,5.0,9.54,220.0,40.0,29.0,18.0,2.3,0.10999999999999999,354.4,Excellent
W320943075592701,2920,HP,Kangra,Indora,Darkati,32.16222222,75.99111111,2020,8.4,285.0,24,21.0,2.0,7.700000000000001,130.0,24.0,17.0,15.7,7.7,0.1,180.8,Excellent
W321514075531101,2921,HP,Kangra,Jawali,Thali,32.25388889,75.88638889,2020,8.3,181.0,12,14.0,1.0,5.51,100.0,20.0,12.0,8.0,1.3,0.14,131.6,Excellent
W320536076155201,2922,HP,Kangra,Kangra,Old Kangra,32.09333333,76.26472222,2020,8.4,372.0,24,14.0,2.0,16.0,160.0,48.0,10.0,11.3,16.0,0.10999999999999999,264.59999999999997,Excellent
W322125075514101,2923,HP,Kangra,Nurpur,Parnalla,32.35722222,75.86138889,2020,8.0,825.0,0,188.0,40.0,2.95,369.99999999999994,120.0,17.0,11.8,3.3999999999999995,0.1,611.4,Good
W315838075541801,2924,HP,Kangra,Nurpur,Jagir,31.97305556,75.90277778,2020,8.7,408.0,24,42.0,4.0,17.18,170.0,32.0,22.0,26.0,8.0,0.10999999999999999,183.2,Good
W321059075545201,2925,HP,Kangra,Nurpur,Kuthkhana,32.18305556,75.91472222,2020,8.1,195.0,0,14.0,1.0,14.599999999999998,110.0,20.0,15.0,7.14,1.48,0.10999999999999999,127.80000000000001,Excellent
W221356076232801,2926,HP,Una,Amb,Daulatpur,31.77888889,75.99722222,2020,8.0,1004.0,0,97.0,35.0,48.4,240.0,44.00000000000001,32.0,112.0,3.3999999999999995,13.0,385.4,Excellent
W314100076070002,2927,HP,Una,Amb,Amb,31.68527778,76.12138889,2020,8.8,466.0,48,28.0,4.0,1.64,160.0,12.0,32.0,47.50000000000001,2.0,0.17,205.99999999999997,Good
W313945076034501,2928,HP,Una,Amb,Gagret,31.66055556,76.06194444,2020,8.0,500.0,0,49.0,6.0,44.33,220.0,72.0,10.0,9.749999999999998,1.58,0.09,411.0,Excellent
W313215076121501,2929,HP,Una,Una,Panoh,31.535,76.20083333,2020,8.5,444.0,12,42.0,40.0,2.3,80.06,12.02,12.16,67.5,2.0,0.14,202.4,Excellent
W314215076041501,2930,HP,Una,Amb,Mubarikpur,31.70833333,76.08416667,2020,8.4,365.0,24,21.0,3.0,33.0,150.0,24.0,22.0,17.8,1.43,0.13,231.6,Excellent
W312215076151501,2931,HP,Una,Haroli,Lalehri,31.37333333,76.26333333,2020,8.4,520.0,24,49.0,4.0,42.7,190.0,24.0,32.0,36.8,1.51,0.2,248.80000000000004,Excellent
W312800076154501,2932,HP,Una,Una,Una,31.46944444,76.27083333,2020,8.1,919.0,0,118.0,2.0,42.0,240.0,48.0,29.0,103.5,6.400000000000001,0.19,287.3999999999999,Excellent
W215547076265101,2933,HP,Una,Amb,Jawar,31.74333333,76.195,2020,8.3,303.0,24,21.0,5.0,23.6,130.0,28.0,15.0,13.09,2.56,0.18,192.20000000000002,Excellent
W313207076242302,2934,HP,Una,Bangana,Rajli Panjal,31.53638889,76.405,2020,8.5,664.0,36,83.0,20.0,7.5,200.0,24.0,34.0,57.74,6.0,0.13,256.6,Excellent
W313725076203101,2935,HP,Una,Bangana,Bhangana,31.625,76.34083333,2020,8.0,390.0,0,42.0,0.0,12.14,120.0,24.0,15.0,36.9,1.19,0.15,211.4,Excellent
W280415076344501,2936,HP,Una,Bangana,Bawal,31.54805556,76.30666667,2020,8.0,882.0,0,42.0,3.0,1.94,310.0,60.0,39.0,88.80000000000001,3.7,0.32,482.4,Excellent
W262330084571501,2937,HP,Una,Amb,Dharampur,31.44527778,76.22833333,2020,8.0,412.0,0,42.0,6.0,22.899999999999995,140.0,24.0,19.0,28.1,1.15,0.25,323.79999999999995,Excellent
W313237076082601,2938,HP,Una,Amb,Panjawar,31.54722222,76.14277778,2020,8.4,292.0,24,21.0,1.0,17.8,100.0,20.0,12.0,27.0,1.84,0.17,172.60000000000002,Excellent
W314020076024501,2939,HP,Una,Amb,Ambota,31.67055556,76.04805556,2020,8.0,499.0,0,49.0,4.0,82.8,200.0,64.0,10.0,12.7,1.5,0.07,274.19999999999993,Good
W314128076020601,2940,HP,Una,Amb,Singhnei,31.69138889,76.035,2020,8.5,244.0,24,14.0,2.0,6.03,110.0,16.0,17.0,17.6,1.2,0.1,169.39999999999998,Excellent
W314513076003901,2941,HP,Una,Amb,Mawa Kalan,31.75472222,76.00833333,2020,8.4,290.0,24,14.0,1.0,13.7,120.0,24.0,15.0,15.3,1.1,0.10999999999999999,179.4,Excellent
W314733075590901,2942,HP,Una,Amb,Babehr,31.78972222,75.99166667,2020,7.7,495.0,0,42.0,10.0,14.399999999999999,200.0,56.0,15.0,26.0,1.98,0.15,321.8,Excellent
W314816075591201,2943,HP,Una,Amb,Raipur Marwadi,31.80027778,75.98361111,2020,8.2,384.0,0,28.0,12.0,44.5,140.0,32.0,15.0,15.7,1.2,0.12000000000000001,246.4,Excellent
W312343076175601,2944,HP,Una,Amb,Nangran,31.39805556,76.29194444,2020,8.5,269.0,36,21.0,2.0,8.28,100.0,20.0,12.0,33.0,1.3,0.13,169.39999999999998,Excellent
W232212073403801,2945,HP,Una,Amb,Khanpur,31.37805556,76.30694444,2020,8.6,562.0,36,49.0,2.0,5.97,210.0,20.0,39.0,38.99999999999999,2.32,0.24000000000000002,249.79999999999998,Good
W312121076190201,2946,HP,Una,Amb,Santokhgarh,31.35777778,76.31555556,2020,8.3,532.0,12,56.0,45.00000000000001,30.0,140.0,28.0,17.0,69.47,3.5,0.15,222.39999999999998,Excellent
W312513076164101,2947,HP,Una,Amb,Jankaur,31.43030556,76.27458333,2020,7.9,392.0,0,28.0,1.0,1.64,140.0,36.0,12.0,29.19,4.8,0.2,205.79999999999998,Excellent
W313533076073401,2948,HP,Una,Amb,Loharli,31.59277778,76.12638889,2020,8.3,310.0,0,28.0,18.0,51.98,100.0,28.0,7.000000000000001,29.91,3.936,0.12000000000000001,202.00000000000003,Good
W314131076252701,2949,HP,Hamirpur,Nadaun,Kangu,31.68638889,76.42444444,2020,8.5,412.0,60,21.0,2.0,6.829999999999999,210.0,68.0,10.0,8.75,3.12,0.2,256.8,Excellent
W313652076282901,2950,HP,Hamirpur,Nadaun,Galore,31.61472222,76.47472222,2020,8.2,266.0,0,21.0,15.0,1.14,120.0,28.0,12.0,15.05,7.06,0.14,198.6,Excellent
W313930076564501,2951,HP,Mandi,Mandi,Gutkar,31.65722222,76.94416667,2020,8.3,347.0,12,28.0,15.0,12.06,120.0,44.00000000000001,2.0,17.5,5.0,0.33,184.4,Excellent
W313445076544501,2952,HP,Mandi,Sundernagar,Kaned,31.57888889,76.91361111,2020,8.4,428.0,12,49.0,28.0,5.7,130.0,32.0,12.0,33.4,13.0,0.18,222.20000000000002,Excellent
W204733081030501,2953,HP,Mandi,Mandi,Lohara,31.58861111,76.94527778,2020,7.7,1189.0,0,181.0,80.0,47.33,440.0,104.0,44.0,64.6,7.2,0.13,730.0,Good
W313330076534501,2954,HP,Mandi,Sundernagar,Jarl,31.55138889,76.89611111,2020,8.3,283.0,12,28.0,10.0,3.58,100.0,24.0,10.0,24.7,4.08,0.14,128.6,Excellent
W213251076155901,2955,HP,Mandi,Aut,Jhiri,31.83472222,77.17138889,2020,8.3,341.0,12,28.0,8.0,37.0,130.0,36.0,10.0,16.5,4.53,0.16,237.0,Excellent
W313353076552601,2956,HP,Mandi,Kullu,Dinak,31.56472222,76.92388889,2020,8.3,356.0,24,35.0,4.0,0.49,160.0,28.0,22.0,20.0,2.3,0.14,228.20000000000002,Excellent
W315430077074501,2957,HP,Kullu,Kullu,Gadauri,31.90333333,77.13138889,2020,7.8,324.0,0,21.0,8.0,35.33,150.0,52.1,4.86,12.6,4.0,0.10999999999999999,296.0,Excellent
W315750077070001,2958,HP,Kullu,Kullu,Kullu,31.96472222,77.11527778,2020,8.0,392.0,0,35.0,32.0,2.83,120.0,32.1,9.73,17.5,9.03,0.12000000000000001,179.60000000000002,Excellent
W321400076083901,2959,HP,Chamba,Bhattiyat,Upper Thulel,32.23333333,76.14416667,2020,8.4,247.0,12,21.0,20.0,1.45,90.0,16.0,12.16,16.7,3.0,0.13,125.99999999999999,Excellent
W302430076504501,2960,Haryana,Ambala,Ambala,Panjokhra,30.4083,76.8458,2020,7.9,740.0,0,21.0,20.0,5.0,190.0,36.0,24.0,94.0,2.0,0.31,259.2,Excellent
