Well_ID,S.No,State,District,Taluka,Site,Latitude,Longitude,Year,pH,EC,CO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,TDS,Water_Quality_New
W224438075341101,1866,MP,Indore,Rangwasa,Rangwasa,22.732,75.574,2020,7.9,883.0,0,73.0,62.00000000000001,55.0,235.0,48.0,28.000000000000004,92.0,1.2,1.34,565.0,Good
W230546080031701,1867,MP,Jabalpur,Jabalpur,Barela,23.282,80.369,2020,7.7,580.0,0,10.0,14.0,11.0,235.0,26.0,41.0,20.0,8.0,0.39,377.0,Excellent
W225921079522601,1868,MP,Jabalpur,Jabalpur,Bargi1,22.989,79.874,2020,7.6,785.0,0,10.0,12.0,20.0,305.0,54.0,41.0,35.0,4.5,0.81,510.00000000000006,Excellent
W230839079481001,1869,MP,Jabalpur,Shahpura,Bheraghat New,23.144,79.803,2020,7.6,768.0,0,30.0,9.0,12.0,285.0,44.00000000000001,43.0,40.0,4.0,0.64,499.0,Excellent
W231656080220901,1870,MP,Jabalpur,Kundam,Ghughara,23.282,80.369,2020,7.3,750.0,0,47.0,10.0,25.0,300.0,66.0,33.0,28.999999999999996,8.3,0.45,488.00000000000006,Excellent
W232357080035301,1871,MP,Jabalpur,Sihora,Kachupura,23.399,80.065,2020,7.5,415.0,0,17.0,4.0,27.0,125.0,38.0,7.000000000000001,28.0,9.0,0.37,270.0,Excellent
W232955079553601,1872,MP,Jabalpur,Majhauli,Majholi,23.489,79.936,2020,7.6,1000.0,0,102.0,24.0,94.0,350.0,76.0,39.0,60.0,6.3,0.43,650.0,Good
W230442079544501,1873,MP,Jabalpur,Jabalpur,Manegaon1,23.078,79.913,2020,7.6,980.0,0,62.0,6.0,33.0,325.0,42.0,53.00000000000001,65.0,8.7,0.81,637.0,Good
W231226080093001,1874,MP,Jabalpur,Jabalpur,Padaria,23.207,80.158,2020,7.3,565.0,0,20.0,6.0,9.0,210.0,46.0,23.0,26.0,7.9,0.3,367.0,Excellent
W230818079395501,1875,MP,Jabalpur,Shahpura,Shahpura,23.139,79.674,2020,7.4,555.0,0,27.0,5.0,12.0,170.0,48.0,12.0,37.0,10.2,0.47,361.0,Excellent
W232900080063001,1876,MP,Jabalpur,Sihora,Sihora1,23.486,80.269,2020,7.5,670.0,0,52.0,20.0,48.0,280.0,56.0,34.0,25.0,10.2,0.37,436.0,Excellent
W230519074454101,1877,MP,Jhabua,Petlawad,Bamania,23.089,74.761,2020,7.9,680.0,0,85.0,38.0,12.0,130.0,28.0,15.0,92.0,4.1,0.69,442.0,Excellent
W144915074080001,1878,MP,Jhabua,Petlawad,Karwar,23.101,74.87,2020,7.9,1129.0,0,105.0,48.99999999999999,65.0,265.0,64.0,26.0,131.0,2.7,0.57,734.0000000000001,Good
W225418074323201,1879,MP,Jhabua,Meghnagar,Meghnagar New,22.905,74.542,2020,7.9,1207.0,0,128.0,53.0,15.0,290.0,74.0,26.0,140.0,3.3,0.98,785.0000000000001,Excellent
W230019074475601,1880,MP,Jhabua,Petlawad,Petlabad,23.005,74.799,2020,7.9,734.0,0,70.0,41.0,40.0,195.0,30.0,29.0,76.0,1.6000000000000003,1.04,477.0,Excellent
W224706074275601,1881,MP,Jhabua,Jhabua,Pitol,22.785,74.466,2020,7.6,1056.0,0,105.0,47.0,69.0,210.0,52.0,19.0,143.0,1.1,0.8799999999999999,686.0,Good
W223822074312101,1882,MP,Jhabua,Ranapur,Ranapur,22.639,74.523,2020,7.5,999.0,0,120.0,36.0,24.0,195.0,24.0,33.0,134.0,1.8,0.79,649.0,Excellent
W230306074543001,1883,MP,Jhabua,Petlawad,Sarangi,23.052,74.908,2020,8.0,1266.0,0,90.0,59.0,72.0,335.0,86.0,29.0,129.0,2.2,0.54,823.0000000000001,Good
W230029074344401,1884,MP,Jhabua,Thandla,Thandla1,23.008,74.579,2020,7.9,1165.0,0,80.0,68.0,94.0,325.0,76.0,33.0,112.0,1.5,0.7,757.0,Good
W224140074323201,1885,MP,Jhabua,Ranapur,Tikadimoti,22.694,74.542,2020,7.9,562.0,0,28.0,48.0,49.00000000000001,165.0,28.0,23.0,48.0,0.9,0.8700000000000001,365.0,Excellent
W234455080343701,1886,MP,Katni,Badwara,Badwara,23.749,80.577,2020,7.9,855.0,0,75.0,42.0,23.0,275.0,62.0,29.0,62.0,8.5,0.75,556.0000000000001,Excellent
W235102080332401,1887,MP,Katni,Vijay Raghavgarh,Barchheka,23.851,80.557,2020,7.6,385.0,0,35.0,7.0,20.0,145.0,26.0,19.0,16.0,6.6,0.25,250.0,Excellent
W235406080483801,1888,MP,Katni,Vijay Raghavgarh,Barhi,23.902,80.811,2020,7.4,1105.0,0,42.0,12.0,70.0,425.0,50.0,73.0,55.0,5.0,0.66,718.0,Good
W234937080371801,1889,MP,Katni,Badwara,Basadi,23.827,80.622,2020,7.8,1055.0,0,150.0,78.0,32.0,360.0,72.0,44.0,65.0,6.9,0.14,686.0,Excellent
W234950080235501,1890,MP,Katni,Katni,Katni1,23.831,80.399,2020,7.7,620.0,0,65.0,12.0,12.0,270.0,40.0,41.0,12.0,5.9,0.53,403.0,Excellent
W234750080494801,1891,MP,Katni,Badwara,Kewlari,23.797,80.83,2020,7.5,1100.0,0,140.0,40.0,75.0,285.0,48.0,40.0,98.0,32.0,0.43999999999999995,715.0000000000001,Good
W234238080495501,1892,MP,Katni,Badwara,Khitoli,23.711,80.832,2020,7.9,585.0,0,42.0,22.0,35.0,200.0,62.0,11.0,35.0,10.0,0.35,380.0,Excellent
W234230080190201,1893,MP,Katni,Katni,Lakhapateri,23.708,80.317,2020,7.8,570.0,0,45.0,25.0,42.0,150.0,24.0,22.0,45.0,22.0,0.25,371.0,Excellent
W234918080295501,1894,MP,Katni,Katni,Majhgawan1,23.822,80.499,2020,7.6,367.0,0,22.0,8.0,18.0,140.0,38.0,11.0,12.0,10.5,0.18,239.0,Excellent
W235143080415501,1895,MP,Katni,Vijay Raghavgarh,Piparia2,23.862,80.699,2020,7.3,833.0,0,85.0,55.0,65.0,200.0,32.0,29.0,75.0,36.50000000000001,0.36,541.0,Good
W232045080224001,1896,MP,Katni,Dhimarkheda,Siloni,23.345,80.361,2020,7.3,1030.0,0,70.0,40.0,53.00000000000001,360.0,80.0,39.0,62.0,11.8,0.78,670.0000000000001,Good
W233645080171201,1897,MP,Katni,Dhimarkheda,Sleemanabad,23.612,80.286,2020,7.6,805.0,0,90.0,20.0,26.0,325.0,64.0,40.0,28.0,8.0,0.35,523.0,Excellent
W235610080485201,1898,MP,Katni,Vijay Raghavgarh,Ubra,23.936,80.815,2020,7.9,825.0,0,70.0,35.0,18.0,250.0,57.99999999999999,26.0,63.0,10.1,0.95,536.0000000000001,Excellent
W233118080173001,1899,MP,Katni,Dhimarkheda,Umariapan,23.522,80.292,2020,7.5,645.0,0,120.0,30.0,25.0,250.0,80.0,12.0,42.0,8.9,0.66,419.0,Good
W214200076305801,1900,MP,Khandwa,Pandhana,Balwara1,21.7,76.516,2020,7.6,850.0,0,82.0,24.0,36.0,208.0,73.0,6.0,96.0,1.9,0.25,553.0,Excellent
W220841076274301,1901,MP,Khandwa,Punasa,Bangarda,22.145,76.462,2020,8.0,333.0,0,15.0,11.0,11.0,114.0,30.0,10.0,21.0,1.4,0.18,216.0,Excellent
W215813076443801,1902,MP,Khandwa,Harsud,Bedia,21.97,76.744,2020,7.9,511.0,0,35.0,17.0,35.0,198.0,51.0,17.0,23.0,1.4,0.21999999999999997,332.0,Excellent
W213633076193101,1903,MP,Khandwa,Pandhana,Borgaon Buzurg,21.609,76.325,2020,7.7,920.0,0,37.0,19.0,69.0,371.0,61.0,53.00000000000001,37.0,1.6999999999999997,0.29,598.0,Good
W220020076490001,1904,MP,Khandwa,Harsud,Bori Saray,22.006,76.817,2020,7.6,1279.0,0,200.0,21.0,119.00000000000001,376.0,123.0,17.0,115.0,4.9,0.42,831.0000000000001,Good
W215742076415301,1905,MP,Khandwa,Harsud,Chanera,21.962,76.698,2020,8.0,1169.0,0,155.0,25.0,81.0,459.99999999999994,103.0,49.0,53.0,2.3,0.24000000000000002,760.0000000000001,Good
W214955076130401,1906,MP,Khandwa,Chhegaon Makhan,Chhegaonmakhan,21.832,76.218,2020,7.8,594.0,0,82.0,14.0,40.0,173.0,48.0,13.0,55.0,1.3,0.4,386.0,Excellent
W220456076495801,1907,MP,Khandwa,Harsud,Dagad Khedi,22.082,76.833,2020,7.6,520.0,0,15.0,12.0,25.0,183.0,55.0,11.0,32.0,1.4,0.35,338.0,Excellent
W215406076104601,1908,MP,Khandwa,Chhegaon Makhan,Deshgaon New,21.902,76.179,2020,7.6,576.0,0,80.0,25.0,34.0,158.0,50.0,8.0,57.99999999999999,3.0,0.32,374.0,Excellent
W220515076070601,1909,MP,Khandwa,Chhegaon Makhan,Dhangaon,22.088,76.118,2020,8.0,1353.0,0,115.0,14.0,110.99999999999999,441.0,111.0,40.0,85.0,33.2,0.28,879.0,Good
W221148076180201,1910,MP,Khandwa,Punasa,Gujar Khedi,22.197,76.301,2020,8.2,782.0,36,75.0,16.0,6.0,74.0,18.0,7.000000000000001,144.0,3.8,1.55,508.0,Excellent
W213820076342802,1911,MP,Khandwa,Pandhana,Gurhi,21.639,76.574,2020,7.5,1590.0,0,222.0,29.0,194.0,693.0,158.0,72.0,40.0,3.7,0.14,1034.0,Poor
W215547076265101,1912,MP,Khandwa,Khandwa,Jawar,21.93,76.448,2020,7.8,740.0,0,42.0,9.0,47.0,323.0,77.0,32.0,18.0,1.9,0.28,481.0,Good
W215858076275001,1913,MP,Khandwa,Khandwa,Kahlari,21.983,76.464,2020,8.1,505.0,0,50.0,13.0,12.0,121.0,44.00000000000001,2.0,56.0,1.6999999999999997,0.71,328.0,Excellent
W215146076423101,1914,MP,Khandwa,Khalwa,Kalamkalan,21.863,76.709,2020,7.3,1410.0,0,135.0,19.0,127.00000000000001,571.0,129.0,60.0,54.0,7.0,0.21999999999999997,917.0,Moderate
W220830076122301,1915,MP,Khandwa,Punasa,Karoli,22.142,76.206,2020,8.0,545.0,0,15.0,21.0,12.0,207.0,53.0,18.0,26.0,1.5,0.48000000000000004,354.0,Excellent
W221025076160201,1916,MP,Khandwa,Punasa,Kelwa Kalan,22.174,76.267,2020,7.8,1128.0,0,47.0,17.0,66.0,459.99999999999994,57.00000000000001,77.0,42.0,2.3,0.49,733.0,Good
W214819076444401,1917,MP,Khandwa,Khalwa,Khalwa1,21.805,76.746,2020,7.5,1211.0,0,135.0,12.0,85.0,500.0,129.0,43.0,37.0,11.0,0.21,787.0000000000001,Good
W215204076335801,1918,MP,Khandwa,Khalwa,Khedi New,21.868,76.566,2020,7.7,620.0,0,35.0,14.0,27.0,237.00000000000003,57.00000000000001,23.0,30.0,1.6999999999999997,0.28,403.0,Excellent
W220347076293001,1919,MP,Khandwa,Punasa,Mundi,22.063,76.492,2020,7.9,335.0,0,15.0,10.0,5.0,126.0,32.0,11.0,15.0,2.3,0.2,218.0,Excellent
W214156076133701,1920,MP,Khandwa,Chhegaon Makhan,Pandhana,21.699,76.227,2020,7.3,1700.0,0,275.0,26.0,185.0,727.0000000000001,202.0,54.0,49.0,2.5,0.18,1105.0,Poor
W215722076092201,1921,MP,Khandwa,Chhegaon Makhan,Roshiya,21.956,76.156,2020,8.0,780.0,0,62.0,14.0,38.0,273.0,89.00000000000001,12.0,50.0,2.2,0.33,507.00000000000006,Good
W214958076280101,1922,MP,Khandwa,Khandwa,Rudhy Bhata,21.833,76.467,2020,8.1,633.0,0,50.0,16.0,19.0,258.0,57.00000000000001,28.000000000000004,23.0,2.3,0.21999999999999997,411.0,Excellent
W221320076051401,1923,MP,Khandwa,Punasa,Thapana,22.222,76.087,2020,7.9,1380.0,0,135.0,28.0,7.0,268.0,36.0,43.0,186.99999999999997,3.6,0.98,897.0,Excellent
W191716082430901,1924,MP,Khandwa,Punasa,Udaipur,22.226,76.403,2020,7.8,1450.0,0,202.0,30.0,150.0,338.0,95.0,25.0,174.0,4.0,0.47,943.0000000000001,Good
W165804073482501,1925,MP,Khargone,Barwaha,Amba,22.041,75.944,2020,7.6,970.0,0,45.0,30.0,72.0,391.00000000000006,77.0,48.0,40.0,3.8,0.99,631.0,Good
W221402075565401,1926,MP,Khargone,Maheshwar,Baddiya,22.233,75.943,2020,7.3,2020.0,0,400.0,20.0,200.0,827.0,226.0,64.0,82.0,2.3,0.85,1313.0,Poor
W222339075583001,1927,MP,Khargone,Barwaha,Balwara,22.394,75.975,2020,8.0,1500.0,0,140.0,14.0,65.0,564.0,89.00000000000001,83.0,85.0,0.20000000000000004,1.24,975.0000000000001,Moderate
W214931075511101,1928,MP,Khargone,Bhikangaon,Bamnala New,21.825,75.853,2020,7.7,1040.0,0,117.0,20.0,87.0,490.0,93.0,63.00000000000001,12.0,1.0,0.9,676.0000000000001,Moderate
W221514076020601,1929,MP,Khargone,Barwaha,Barwah,22.254,76.035,2020,7.7,830.0,0,52.0,18.0,26.0,351.0,40.0,61.0,25.0,5.2,0.9600000000000001,540.0,Good
W215143075572101,1930,MP,Khargone,Bhikangaon,Bhikangaon1,21.862,75.955,2020,7.5,825.0,0,110.0,5.0,73.0,361.0,65.0,48.0,22.000000000000004,2.0,0.8,536.0000000000001,Good
W213254075285301,1931,MP,Khargone,Bhagwanpura,Bhulwani,21.546,75.465,2020,8.0,980.0,0,40.0,6.0,100.0,421.0,61.0,65.0,30.0,1.8,1.0,637.0,Good
W220114076081301,1932,MP,Khargone,Bhikangaon,Daudwa,22.02,76.137,2020,7.4,1290.0,0,145.0,8.0,94.0,574.0,101.0,78.0,30.0,2.5,0.92,839.0,Moderate
W213635075331001,1933,MP,Khargone,Bhagwanpura,Dhulkot,21.611,75.552,2020,7.8,900.0,0,65.0,6.0,71.0,371.0,63.0,52.0,32.0,5.2,0.8799999999999999,585.0,Good
W214945075443401,1934,MP,Khargone,Gogawan,Divalgaon,21.829,75.744,2020,7.9,797.0,0,130.0,7.0,94.99999999999999,198.0,73.0,4.0,90.0,2.3,0.91,518.0000000000001,Good
W214322075400201,1935,MP,Khargone,Bhagwanpura,Ghatti,21.72,75.668,2020,7.6,780.0,0,37.0,10.0,44.0,347.0,46.0,57.0,18.0,1.5,0.86,507.00000000000006,Good
W215505075444001,1936,MP,Khargone,Gogawan,Gogaon,21.918,75.743,2020,7.4,1495.0,0,235.0,10.0,127.00000000000001,525.0,46.0,100.0,100.0,2.7,0.83,972.0,Moderate
W220725075363001,1937,MP,Khargone,Kasrawad,Kasrawad1,22.127,75.606,2020,7.7,1540.0,0,182.0,17.0,112.0,520.0,79.0,78.0,112.0,2.3,0.84,1001.0000000000001,Poor
W214940075371001,1938,MP,Khargone,Khargone,Khargone,21.826,75.614,2020,8.1,1125.0,0,95.0,12.0,70.0,431.0,65.0,65.0,57.99999999999999,2.1,0.83,731.0,Good
W221040075351501,1939,MP,Khargone,Maheshwar,Maheshwar,22.178,75.587,2020,7.8,1390.0,0,127.0,10.0,160.0,475.0,44.00000000000001,89.0,100.0,1.8,0.94,904.0,Good
W221402075514101,1940,MP,Khargone,Maheshwar,Piplyabuzrug,22.235,75.861,2020,7.8,1675.0,0,205.0,18.0,129.0,495.00000000000006,77.0,73.0,155.0,4.0,0.89,1089.0,Moderate
W221024076041601,1941,MP,Khargone,Barwaha,Sanawad New,22.173,75.071,2020,8.0,940.0,0,77.0,10.0,59.0,355.99999999999994,55.0,53.00000000000001,50.0,2.3,0.78,611.0,Good
W220150075374401,1942,MP,Khargone,Kasrawad,Sawda,22.026,75.628,2020,8.0,805.0,0,50.0,8.0,63.0,361.0,59.0,52.0,18.0,1.2,0.86,523.0,Good
W215125075194401,1943,MP,Khargone,Segaon,Segaon,21.859,75.325,2020,8.1,710.0,0,70.0,10.0,32.0,287.0,46.0,42.0,30.0,1.0,0.85,462.0,Excellent
W214917075270201,1944,MP,Khargone,Khargone,Un,21.822,75.453,2020,7.5,1385.0,0,165.0,12.0,37.0,505.0,51.0,91.0,85.0,1.2,0.8,900.0000000000001,Good
W222937080303301,1945,MP,Mandla,Nainpur,Anjania,22.494,80.509,2020,7.1,638.0,0,122.0,8.0,1.0,165.0,52.0,9.0,65.0,4.5,0.1,415.0,Excellent
W225258080245201,1946,MP,Mandla,Narayanganj,Babaliya,22.883,80.414,2020,7.3,982.0,0,82.0,58.0,104.0,405.00000000000006,89.99999999999999,44.0,35.0,3.0,0.25,638.0000000000001,Good
W222835080220401,1947,MP,Mandla,Nainpur,Bamhni New,22.476,80.368,2020,7.4,775.0,0,57.0,11.0,30.999999999999996,275.0,62.0,29.0,48.0,1.5,0.14,504.00000000000006,Excellent
W222706080420001,1948,MP,Mandla,Bichhiya,Bichhia1,22.452,80.7,2020,7.6,991.0,0,115.0,14.0,16.0,355.0,50.0,56.00000000000001,60.0,1.3,0.5,644.0,Good
W224930080420001,1949,MP,Mandla,Mohgaon,Chabi,22.825,80.7,2020,7.3,595.0,0,17.0,19.0,23.0,250.0,56.0,27.0,17.0,2.0,0.10999999999999999,387.0,Excellent
W193651076274501,1950,MP,Mandla,Mandla,Devgaon,22.739,80.525,2020,7.4,879.0,0,57.0,33.0,20.0,380.0,60.0,56.00000000000001,23.0,1.6999999999999997,0.13,571.0,Good
W223110080115601,1951,MP,Mandla,Nainpur,Dithori,22.519,80.199,2020,7.2,685.0,0,57.0,10.0,49.00000000000001,285.0,54.0,36.0,22.000000000000004,5.5,0.10999999999999999,445.0,Excellent
W224040080412401,1952,MP,Mandla,Ghughri,Ghughri,22.678,80.69,2020,7.2,403.0,0,12.0,11.0,9.0,160.0,40.0,15.0,15.0,2.1,0.04,262.0,Excellent
W224245080203001,1953,MP,Mandla,Mandla,Gwari,22.713,80.342,2020,7.3,789.0,0,40.0,40.0,25.0,295.0,56.0,38.0,36.0,11.0,0.09,513.0000000000001,Excellent
W224540080355001,1954,MP,Mandla,Mohgaon,Indira,22.761,80.597,2020,7.5,583.0,0,15.0,13.0,2.0,250.0,62.0,23.0,11.000000000000002,14.2,0.2,379.0,Excellent
W225508080115001,1955,MP,Mandla,Bijadandi,Kalpi,22.919,80.197,2020,7.3,970.0,0,77.0,25.0,33.0,425.0,108.0,38.0,22.000000000000004,6.400000000000001,0.07,631.0,Good
W224734080244001,1956,MP,Mandla,Mandla,Khari,22.793,80.411,2020,7.1,392.0,0,17.0,20.0,16.0,160.0,44.00000000000001,12.0,9.0,7.6,0.05,255.00000000000003,Excellent
W225245080124801,1957,MP,Mandla,Narayanganj,Kudomali New,22.879,80.213,2020,7.5,1007.0,0,25.0,9.0,18.0,390.0,94.0,38.0,47.0,2.3,0.09,655.0,Good
W224105080283701,1958,MP,Mandla,Mandla,Mahania Patpara,22.685,80.477,2020,7.5,746.0,0,35.0,43.0,7.0,320.0,89.99999999999999,23.0,17.0,6.5,0.25,484.99999999999994,Good
W223600080220801,1959,MP,Mandla,Mandla,Mandla1,22.6,80.369,2020,7.6,1513.0,0,265.0,54.0,2.0,505.0,60.0,86.0,111.0,1.8,0.16,982.9999999999999,Moderate
W224501080183801,1960,MP,Mandla,Narayanganj,Mangalganj,22.75,80.311,2020,7.3,498.0,0,12.0,12.0,5.0,175.0,42.0,17.0,28.999999999999996,3.0,0.15,324.0,Excellent
W230530080300001,1961,MP,Mandla,Niwas,Manikpur,23.092,80.5,2020,8.4,380.0,36,42.0,41.0,1.0,20.0,6.0,1.0,70.0,7.7,1.18,247.00000000000003,Excellent
W222043080541201,1962,MP,Mandla,Mawai,Motinala,22.345,80.903,2020,7.2,829.0,0,145.0,19.0,35.0,325.0,70.0,36.0,37.0,1.2,0.4,539.0000000000001,Excellent
W222540080063503,1963,MP,Mandla,Nainpur,Nainpur,22.428,80.11,2020,7.4,510.0,0,17.0,21.0,3.0,200.0,44.00000000000001,22.0,21.0,2.4,0.28,332.0,Excellent
W230221080263201,1964,MP,Mandla,Niwas,Niwas,23.039,80.442,2020,7.3,451.0,0,15.0,12.0,2.0,110.0,38.0,4.0,49.0,1.1,0.21999999999999997,293.0,Excellent
W223300080243701,1965,MP,Mandla,Mandla,Padmi Choraha,22.55,80.41,2020,7.6,640.0,0,17.0,18.0,4.0,255.0,56.0,28.000000000000004,24.0,4.9,0.2,416.0,Excellent
W223630080281401,1966,MP,Mandla,Mandla,Pathiri Patpara,22.608,80.471,2020,7.3,628.0,0,20.0,24.0,7.0,260.0,72.0,19.0,18.0,5.6,0.10999999999999999,408.0,Excellent
W223650080311501,1967,MP,Mandla,Mandla,Ramnagar1,22.614,80.521,2020,7.3,668.0,0,57.0,20.0,53.00000000000001,290.0,72.0,27.0,19.0,2.7,0.08,434.0,Good
W222431080155101,1968,MP,Mandla,Nainpur,Rampuri New,22.409,80.264,2020,7.5,715.0,0,25.0,11.0,11.0,285.0,60.0,33.0,28.0,5.6,0.16,465.0,Excellent
W224458080343801,1969,MP,Mandla,Mandla,Rehgaon,22.749,80.577,2020,7.6,700.0,0,40.0,29.0,14.0,285.0,66.0,29.0,22.000000000000004,8.4,0.05,455.0,Excellent
W222534080463801,1970,MP,Mandla,Bichhiya,Sijhora,22.426,80.777,2020,7.3,551.0,0,55.0,31.000000000000004,17.0,195.0,54.0,15.0,33.0,1.9,0.17,358.0,Excellent
W223134080161501,1971,MP,Mandla,Nainpur,Subhariya,22.526,80.271,2020,7.4,650.0,0,60.0,15.0,2.0,255.0,54.0,29.0,28.0,5.1,0.25,423.0,Excellent
W223115080081501,1972,MP,Mandla,Nainpur,Surajpura,22.521,80.138,2020,7.8,310.0,0,15.0,12.0,1.0,40.0,12.0,2.0,45.0,5.3,0.85,202.0,Excellent
W242827075411701,1973,MP,Mandsaur,Bhanpura,Babulda,24.474,75.688,2020,7.6,1540.0,0,203.0,29.0,104.0,655.0,126.0,83.0,50.0,4.3,0.02,1001.0000000000001,Poor
W243557075412101,1974,MP,Mandsaur,Bhanpura,Badodiya,24.599,75.689,2020,8.0,525.0,0,32.0,20.0,44.99999999999999,150.0,44.00000000000001,10.0,46.0,4.6,0.29,341.0,Excellent
W241310075311901,1975,MP,Mandsaur,Garoth,Barkheranayak,24.219,75.522,2020,7.2,1700.0,0,280.0,20.0,140.0,794.9999999999999,228.00000000000003,55.0,20.0,2.3,0.02,1105.0,Poor
W240154075115301,1976,MP,Mandsaur,Mandsaur,Basakheda,24.032,75.198,2020,7.8,990.0,0,104.0,26.0,70.0,400.0,98.0,38.0,40.0,8.4,0.030000000000000002,644.0,Good
W243042075445801,1977,MP,Mandsaur,Bhanpura,Bhanpura,24.512,75.749,2020,8.1,1355.0,0,195.0,10.0,20.0,369.99999999999994,64.0,51.0,135.0,9.0,0.23,881.0000000000001,Good
W240854075014502,1978,MP,Mandsaur,Mandsaur,Botalganj,24.148,75.029,2020,7.5,1105.0,0,146.0,18.0,60.0,490.0,120.0,46.0,25.0,5.0,0.1,718.0,Good
W240120075152501,1979,MP,Mandsaur,Mandsaur,Chirmoliya,24.022,75.257,2020,7.8,1160.0,0,134.0,40.0,85.0,430.0,82.0,55.0,65.0,5.3,0.18,754.0000000000001,Moderate
W235530075055601,1980,MP,Mandsaur,Mandsaur,Daloda1,23.925,75.099,2020,7.9,975.0,0,82.0,43.0,65.0,340.0,38.0,60.0,65.0,2.0,0.25,634.0000000000001,Good
W241133075300001,1981,MP,Mandsaur,Garoth,Dharmarajeswar,24.193,75.5,2020,7.9,1000.0,0,67.0,18.0,22.0,280.0,100.0,7.000000000000001,93.0,10.0,0.02,650.0,Good
W242553075410501,1982,MP,Mandsaur,Bhanpura,Dudhkheri,24.431,75.685,2020,8.1,790.0,0,30.0,15.0,15.0,290.0,48.0,41.0,44.00000000000001,5.4,0.030000000000000002,514.0,Excellent
W235150075061201,1983,MP,Mandsaur,Mandsaur,Kachnera,23.864,75.103,2020,8.0,1500.0,0,92.0,14.0,35.0,325.0,36.0,57.0,190.00000000000003,5.6,0.36,975.0000000000001,Good
W240300075292301,1984,MP,Mandsaur,Sitamau,Khejriya,24.05,75.49,2020,7.4,985.0,0,119.0,32.0,48.0,340.0,66.0,43.0,82.0,10.0,0.24000000000000002,640.0000000000001,Excellent
W241641074592801,1985,MP,Mandsaur,Malhargarh,Malhargarh,24.278,74.991,2020,7.7,1320.0,0,156.0,38.0,55.0,435.0,40.0,81.0,100.0,5.3,0.46,858.0,Good
W240310075050301,1986,MP,Mandsaur,Mandsaur,Mandsaur,24.053,75.053,2020,7.6,1300.0,1,124.0,25.0,53.00000000000001,459.99999999999994,38.0,89.0,85.0,2.6,0.53,845.0,Good
W235303075013501,1987,MP,Mandsaur,Sitamau,Manpura,23.884,75.026,2020,7.3,1155.0,2,148.0,35.0,120.0,505.0,104.0,60.0,35.0,5.5,0.16,751.0,Moderate
W241600075031401,1988,MP,Mandsaur,Malhargarh,Narayangarh,24.267,75.054,2020,7.6,2285.0,3,376.0,39.0,135.0,955.0,130.0,153.0,80.0,6.5,0.02,1485.0,Poor
W240052075050001,1989,MP,Mandsaur,Mandsaur,Nayakhera,24.014,75.083,2020,8.0,2070.0,4,547.0,43.0,57.0,625.0,115.99999999999999,81.0,180.0,12.0,0.65,1346.0,Poor
W241147075003001,1990,MP,Mandsaur,Malhargarh,Pipaliya,24.196,75.008,2020,7.8,915.0,5,69.0,45.00000000000001,50.0,360.0,40.0,63.00000000000001,40.0,7.5,0.05,595.0000000000001,Good
W243341075520301,1991,MP,Mandsaur,Bhanpura,Sandhara,24.561,75.868,2020,7.4,785.0,6,96.0,5.0,5.0,275.0,36.0,45.0,46.0,10.2,0.24000000000000002,510.00000000000006,Excellent
W241129075382401,1992,MP,Mandsaur,Garoth,Shamgarh1,24.191,75.64,2020,7.3,1450.0,7,247.0,25.0,154.0,670.0,134.0,81.0,25.0,7.8,0.16,943.0000000000001,Moderate
W240045075205801,1993,MP,Mandsaur,Sitamau,Sitamau,24.013,75.349,2020,7.5,1390.0,8,168.0,45.00000000000001,55.0,510.0,46.0,96.0,80.0,6.7,0.15,904.0,Moderate
W240131075264201,1994,MP,Mandsaur,Sitamau,Surjani,24.025,75.445,2020,8.0,1320.0,9,252.0,12.0,19.0,325.0,34.0,58.0,150.0,4.3,0.16,858.0,Good
W240437075383301,1995,MP,Mandsaur,Sitamau,Suwasara,24.077,75.643,2020,8.1,645.0,10,124.0,25.0,26.0,45.0,14.0,2.0,120.0,9.8,1.7500000000000002,419.0,Excellent
W264040078224901,1996,MP,Morena,Porsa,Aurethi,26.678,78.38,2020,7.7,1025.0,0,37.0,8.0,8.0,275.0,34.0,46.0,104.0,0.4000000000000001,0.27,666.0000000000001,Excellent
W264450078141501,1997,MP,Morena,Porsa,Bareha,26.747,78.238,2020,7.5,793.0,0,20.0,7.0,30.0,320.0,56.0,44.0,32.0,0.20000000000000004,0.31,515.0,Excellent
W263653078084101,1998,MP,Morena,Porsa,Dimni New,26.615,78.145,2020,7.8,1048.0,0,32.0,11.0,6.0,345.0,44.00000000000001,57.0,77.99999999999999,0.3,0.56,681.0,Good
W262419077360901,1999,MP,Morena,Joura,Huseinpur,26.405,77.603,2020,8.0,1888.0,0,95.0,33.0,47.0,190.0,16.0,36.0,340.0,0.9,1.6,1227.0,Good
W201200076010001,2000,MP,Morena,Joura,Jafrabad,26.431,77.877,2020,8.1,1181.0,0,47.0,14.0,28.0,455.0,60.0,74.0,56.0,0.5,0.52,768.0,Good
W261757077363101,2001,MP,Morena,Kailaras,Kailaras,26.299,77.609,2020,8.0,1615.0,0,67.0,19.0,5.0,295.0,24.0,57.0,231.99999999999997,0.3,0.56,1050.0,Good
W263346078052401,2002,MP,Morena,Morena,Khera Mewda New,26.563,78.09,2020,7.6,1834.0,0,195.0,24.0,19.0,605.0,66.0,107.0,139.0,0.6,0.21999999999999997,1192.0,Moderate
